"","X","Name","University","Course","Year","Status","GRE_SCORE","Eng_test","Test_score","Undergrad_score","work_ex"
"2238","38","Triptha","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","309","IELTS","8","7.95 CGPA ","3 months"
"2239","39","muktika","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","307","TOEFL","103","8 CGPA ","34 months"
"2240","40","Rajeshwari Raji","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","317","TOEFL","0","8 CGPA ","34 months"
"2241","41","Pranay9","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Admit","315","IELTS","7.5","65.77%","30 months"
"2242","43","aditi04upreti","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","306","TOEFL","104","7.5 CGPA ","34 months"
"2243","44","Skywalker95","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","317","TOEFL","101","67%","18 months"
"2244","45","tarunreddy7","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","315","TOEFL","104","6.97 CGPA ","18 months"
"2245","46","Shreepriya","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","312","TOEFL","110","8.6 CGPA ","24 months"
"2246","47","Vedang07","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","317","TOEFL","108","8.2 CGPA ",NA
"2247","48","khyati20","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","313","TOEFL","101","68.20%","42 months"
"2248","49","ritika101","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","307","TOEFL","105","72%","54 months"
"2249","50","Chaitaniya","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","311","TOEFL","107","68%","16 months"
"2250","51","jaaaaadu","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","308","TOEFL","101","7.3 CGPA ","9 months"
"2251","52","Devash","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","305","TOEFL","100","9 CGPA ","43 months"
"2252","53","DeepTalati","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","319","IELTS","7","85.45%","7 months"
"2253","54","Adityakh5","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","318","IELTS","7.5","72%","60 months"
"2254","55","ydave","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","306","TOEFL","100","61.10%","40 months"
"2255","56","Zo","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","305","TOEFL","95","8.54 CGPA ","34 months"
"2256","57","Annieee","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","316","IELTS","7","8.47 CGPA ","36 months"
"2257","58","GauravDharra","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","313","ENG TEST","NA ","75%","38 months"
"2258","59","frey_b","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","300","TOEFL","103","9 CGPA ","30 months"
"2259","60","reddy531","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","308","TOEFL","104","8.2 CGPA ","23 months"
"2260","61","Varuntan","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","308","TOEFL","98","65%","25 months"
"2261","62","bara","Texas A&M; University, College Station","Management Information System","Fall 2018 ","Reject","320","TOEFL","108","65%","41 months"
"2287","6","Apara","University of California, Irvine","ICS with concentration in Informatics","Fall 2017 ","Admit","316","TOEFL","109","71.40%","20 months"
"2288","7","sagar.vikmani","University of California, Irvine","ICS with concentration in Informatics","Fall 2016 ","Admit","325","TOEFL","109","8.35 CGPA ",NA
"2289","8","prats_09","University of California, Irvine","ICS with concentration in Informatics","Fall 2016 ","Admit","323","TOEFL","103","7 CGPA ","30 months"
"2290","10","aiyengar","University of California, Irvine","ICS with concentration in Informatics","Fall 2017 ","Reject","318","TOEFL","107","8.07 CGPA ","25 months"
"2291","11","pratik151192","University of California, Irvine","ICS with concentration in Informatics","Fall 2016 ","Reject","317","TOEFL","110","9.12 CGPA ","24 months"
"2292","12","enigma_sidd","University of California, Irvine","ICS with concentration in Informatics","Fall 2016 ","Reject","321","TOEFL","111","57%","26 months"
"2334","22","pavithra25","University of Cincinnati","Management Information System","Fall 2018 ","Admit","308","TOEFL","105","85%","60 months"
"2335","23","test11111","University of Cincinnati","Management Information System","Fall 2018 ","Admit","N.A. ","ENG TEST","NA ","75%",NA
"2336","24","rahulNeo","University of Cincinnati","Management Information System","Fall 2018 ","Admit","311","IELTS","7","75%","32 months"
"2337","25","pmesh","University of Cincinnati","Management Information System","Fall 2018 ","Admit","320","TOEFL","117","59.42%","30 months"
"2338","26","ishanja1996","University of Cincinnati","Management Information System","Fall 2018 ","Admit","307","TOEFL","97","6 CGPA ",NA
"2339","27","bharubbaskar","University of Cincinnati","Management Information System","Fall 2018 ","Admit","313","TOEFL","98","8.92 CGPA ","44 months"
"2340","28","Aarushi7","University of Cincinnati","Management Information System","Fall 2018 ","Admit","309","IELTS","7","71.40%","36 months"
"2341","29","dlee333","University of Cincinnati","Management Information System","Fall 2018 ","Admit","N.A. ","ENG TEST","NA ","8 CGPA ",NA
"2342","30","DarshanaB","University of Cincinnati","Management Information System","Fall 2018 ","Admit","310","TOEFL","99","71%","38 months"
"2343","31","mischief-managed","University of Cincinnati","Management Information System","Fall 2015 ","Admit","311","TOEFL","111","59.80%","40 months"
"2344","32","ishan147","University of Cincinnati","Management Information System","Fall 2018 ","Admit","312","TOEFL","104","8.7 CGPA ","20 months"
"2345","33","dtaneja0911","University of Cincinnati","Management Information System","Fall 2018 ","Admit","311","TOEFL","91","80.94%","60 months"
"2346","34","tanvi-jain","University of Cincinnati","Management Information System","Fall 2018 ","Admit","315","TOEFL","96","7.09 CGPA ","25 months"
"2347","35","Pranay9","University of Cincinnati","Management Information System","Fall 2018 ","Admit","315","IELTS","7.5","65.77%","30 months"
"2348","36","lalits","University of Cincinnati","Management Information System","Fall 2018 ","Admit","321","TOEFL","112","63%","60 months"
"2349","37","anshul0414","University of Cincinnati","Management Information System","Fall 2018 ","Admit","316","TOEFL","103","81.01%","13 months"
"2350","38","saiyogesh","University of Cincinnati","Management Information System","Fall 2018 ","Admit","320","TOEFL","113","7.9 CGPA ","17 months"
"2351","39","vishal khatri","University of Cincinnati","Management Information System","Fall 2018 ","Admit","326","TOEFL","113","68.50%","44 months"
"2352","40","pratzpurohit","University of Cincinnati","Management Information System","Fall 2018 ","Admit","313","TOEFL","109","81.74%","25 months"
"2353","41","saswata","University of Cincinnati","Management Information System","Fall 2018 ","Admit","309","TOEFL","100","8.61 CGPA ","39 months"
"2354","43","anusha2304","University of Cincinnati","Management Information System","Fall 2018 ","Reject","311","TOEFL","100","77%","25 months"
"2355","44","JaySomaiya","University of Cincinnati","Management Information System","Fall 2018 ","Reject","317","TOEFL","110","6.93 CGPA ","25 months"
"2356","45","akshat95","University of Cincinnati","Management Information System","Fall 2018 ","Reject","309","TOEFL","0","7.41 CGPA ","17 months"
"2357","46","DeepTalati","University of Cincinnati","Management Information System","Fall 2018 ","Reject","319","IELTS","7","85.45%","7 months"
"2358","47","Laxmikanth","University of Cincinnati","Management Information System","Fall 2018 ","Reject","307","ENG TEST","NA ","74%","37 months"
"2359","48","heenal211","University of Cincinnati","Management Information System","Fall 2018 ","Reject","313","TOEFL","100","7.65 CGPA ",NA
"2360","49","RushilAnand","University of Cincinnati","Management Information System","Fall 2018 ","Reject","306","TOEFL","103","63.17%","27 months"
"2361","50","frey_b","University of Cincinnati","Management Information System","Fall 2018 ","Reject","300","TOEFL","103","9 CGPA ","30 months"
"2362","51","kenil","University of Cincinnati","Management Information System","Fall 2018 ","Reject","323","TOEFL","110","8.55 CGPA ",NA
"2363","52","sharad83pz","University of Cincinnati","Management Information System","Fall 2018 ","Reject","305","TOEFL","98","74.12%","34 months"
"2364","53","----------","University of Cincinnati","Management Information System","Fall 2018 ","Reject","N.A. ","TOEFL","102","8.87 CGPA ","30 months"
"2365","54","YHaider007","University of Cincinnati","Management Information System","Fall 2018 ","Reject","307","TOEFL","94","6.43 CGPA ","40 months"
"2366","55","Tanya13","University of Cincinnati","Management Information System","Fall 2018 ","Reject","315","TOEFL","112","8.24 CGPA ","1 month"
"2367","56","dl4android","University of Cincinnati","Management Information System","Fall 2018 ","Reject","329","TOEFL","115","66%",NA
"2368","57","Lakshay1","University of Cincinnati","Management Information System","Fall 2018 ","Reject","306","TOEFL","95","65%","20 months"
"2369","58","Sugbug","University of Cincinnati","Management Information System","Spring 2019 ","Reject","304","TOEFL","104","8.7 CGPA ","16 months"
"2370","59","divsin12","University of Cincinnati","Management Information System","Fall 2018 ","Reject","296","TOEFL","91","72%","20 months"
"2371","60","nishanth10","University of Cincinnati","Management Information System","Fall 2018 ","Reject","306","TOEFL","94","7.6 CGPA ","35 months"
"2372","61","SrikanthReddy1993","University of Cincinnati","Management Information System","Fall 2018 ","Reject","297","TOEFL","90","8.9 CGPA ","26 months"
"2373","62","ManavMehta","University of Cincinnati","Management Information System","Fall 2018 ","Reject","304","IELTS","7","79%","30 months"
"2407","15","shubham mansinghka","University of California, Los Angeles","Management Information System","Fall 2018 ","Reject","322","TOEFL","100","7.72 CGPA ","1 month"
"2408","16","sohilveljee.stupidsid","University of California, Los Angeles","Management Information System","Fall 2013 ","Reject","321","TOEFL","113","8.83 CGPA ","20 months"
"2450","22","The0","University of Florida","Management Information System","Fall 2018 ","Admit","303","TOEFL","95","6.75 CGPA ","15 months"
"2451","23","themysterious07","University of Florida","Management Information System","Fall 2018 ","Admit","302","TOEFL","88","65%","5 months"
"2452","24","Ankeet1406","University of Florida","Management Information System","Fall 2018 ","Admit","326","TOEFL","111","60.10%","42 months"
"2453","25","sunnyusa ","University of Florida","Management Information System","Fall 2018 ","Admit","311","ENG TEST","NA ","66%","3 months"
"2454","26","sheetu","University of Florida","Management Information System","Fall 2018 ","Admit","305","TOEFL","107","8 CGPA ","18 months"
"2455","27","mohitghodake","University of Florida","Management Information System","Fall 2018 ","Admit","311","TOEFL","98","7.31 CGPA ","25 months"
"2456","28","saswata","University of Florida","Management Information System","Fall 2018 ","Admit","309","TOEFL","100","8.61 CGPA ","39 months"
"2457","29","sajan bang","University of Florida","Management Information System","Fall 2018 ","Admit","304","TOEFL","92","7.2 CGPA ","16 months"
"2458","30","mocoloco","University of Florida","Management Information System","Fall 2018 ","Admit","302","TOEFL","107","8.25 CGPA ","13 months"
"2459","31","JayPatel8394","University of Florida","Management Information System","Fall 2018 ","Admit","297","TOEFL","99","55.81%","24 months"
"2460","32","sanjivani06","University of Florida","Management Information System","Fall 2018 ","Admit","309","TOEFL","107","8.21 CGPA ","14 months"
"2461","33","gauriyewale","University of Florida","Management Information System","Fall 2018 ","Admit","312","TOEFL","105","64.86%","18 months"
"2462","34","somguria","University of Florida","Management Information System","Fall 2018 ","Admit","302","IELTS","7","8.4 CGPA ","41 months"
"2463","35","briggs","University of Florida","Management Information System","Fall 2018 ","Admit","306","TOEFL","104","7.16 CGPA ","18 months"
"2464","36","ameyshetye","University of Florida","Management Information System","Fall 2011 ","Admit","320","TOEFL","111","59%",NA
"2465","37","shivamgta","University of Florida","Management Information System","Fall 2017 ","Admit","309","TOEFL","95","68%","23 months"
"2466","38","Amandabritto","University of Florida","Management Information System","Fall 2017 ","Admit","303","TOEFL","106","7.54 CGPA ",NA
"2467","39","WayneManchester","University of Florida","Management Information System","Fall 2017 ","Admit","320","TOEFL","108","65%","20 months"
"2468","40","aman2790","University of Florida","Management Information System","Fall 2017 ","Admit","302","TOEFL","96","61.50%","48 months"
"2469","41","Pankaj Kumar","University of Florida","Management Information System","Fall 2017 ","Admit","308","TOEFL","97","8.25 CGPA ","41 months"
"2470","43","Vaishnavij","University of Florida","Management Information System","Fall 2018 ","Reject","302","IELTS","7","7.85 CGPA ",NA
"2471","44","shimon","University of Florida","Management Information System","Fall 2018 ","Reject","292","TOEFL","117","6.41 CGPA ","5 months"
"2472","45","tanvi-jain","University of Florida","Management Information System","Fall 2018 ","Reject","315","TOEFL","96","7.09 CGPA ","25 months"
"2473","46","aditisinghv","University of Florida","Management Information System","Fall 2018 ","Reject","316","TOEFL","112","6.86 CGPA ","5 months"
"2474","47","vinnysai","University of Florida","Management Information System","Fall 2018 ","Reject","330","TOEFL","110","8.4 CGPA ","30 months"
"2475","48","sadvani","University of Florida","Management Information System","Fall 2018 ","Reject","290","TOEFL","97","55%","30 months"
"2476","49","Rupesh A","University of Florida","Management Information System","Spring 2018 ","Reject","300","ENG TEST","NA ","59.75%","22 months"
"2477","50","Bhagi","University of Florida","Management Information System","Spring 2018 ","Reject","311","TOEFL","98","57%",NA
"2478","51","Menita ","University of Florida","Management Information System","Fall 2017 ","Reject","303","TOEFL","101","8.91 CGPA ","11 months"
"2479","52","amansharma94","University of Florida","Management Information System","Fall 2017 ","Reject","311","TOEFL","112","58.96%",NA
"2480","53","samuelcs123","University of Florida","Management Information System","Fall 2017 ","Reject","301","TOEFL","108","66.43%","24 months"
"2481","54","Deeptigm01","University of Florida","Management Information System","Fall 2017 ","Reject","313","TOEFL","109","8.34 CGPA ","3 months"
"2482","55","sammy2005","University of Florida","Management Information System","Spring 2017 ","Reject","305","TOEFL","97","70%","26 months"
"2483","56","sreevatsan1991","University of Florida","Management Information System","Fall 2016 ","Reject","305","TOEFL","90","65%","31 months"
"2484","57","praneshr","University of Florida","Management Information System","Fall 2016 ","Reject","315","TOEFL","104","7.32 CGPA ","13 months"
"2485","58","anpannu","University of Florida","Management Information System","Fall 2016 ","Reject","298","TOEFL","80","71.40%","34 months"
"2527","22","ashwin123456","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","304","TOEFL","85","75.40%","24 months"
"2528","23","nidhisa1989","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","306","TOEFL","96","73%","60 months"
"2529","24","Jaiwant","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","301","TOEFL","93","83.50%","20 months"
"2530","25","AmbarD","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","310","IELTS","7","71.19%","27 months"
"2531","26","pmesh","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","320","TOEFL","117","59.42%","30 months"
"2532","27","aditi04upreti","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","306","TOEFL","104","7.5 CGPA ","34 months"
"2533","28","gt","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","303","TOEFL","99","62.02%","58 months"
"2534","29","dio","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","309","TOEFL","94","6.45 CGPA ","13 months"
"2535","30","Rajmanya ","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","309","TOEFL","107","5.4 CGPA ",NA
"2536","31","Aditya-Manmode","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","304","TOEFL","88","64.36%","47 months"
"2537","32","hrgupta","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","310","TOEFL","107","7.39 CGPA ","14 months"
"2538","33","appoo08","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","312","TOEFL","96","6.99 CGPA ","9 months"
"2539","34","Balvaishwer","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","313","TOEFL","0","84%","24 months"
"2540","35","Skywalker95","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","317","TOEFL","101","67%","18 months"
"2541","36","rmanek","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","310","TOEFL","96","56.40%","36 months"
"2542","37","Patty1993","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","305","TOEFL","109","64.77%","29 months"
"2543","38","tarunreddy7","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","315","TOEFL","104","6.97 CGPA ","18 months"
"2544","39","Kripesh","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","304","TOEFL","96","7.87 CGPA ","12 months"
"2545","40","sankyv4","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","312","IELTS","7","7.56 CGPA ","20 months"
"2546","41","ALI52","University of Illinois at Chicago","Management Information System","Fall 2018 ","Admit","309","TOEFL","0","6.03 CGPA ","28 months"
"2547","43","arpita103","University of Illinois at Chicago","Management Information System","Fall 2018 ","Reject","300","TOEFL","93","69.40%","82 months"
"2548","44","shruti7","University of Illinois at Chicago","Management Information System","Fall 2018 ","Reject","303","TOEFL","91","7.7 CGPA ","1 month"
"2549","45","Ajit-Kumar","University of Illinois at Chicago","Management Information System","Fall 2018 ","Reject","303","TOEFL","81","75%","37 months"
"2550","46","Sandyyy","University of Illinois at Chicago","Management Information System","Fall 2018 ","Reject","305","ENG TEST","NA ","8.5 CGPA ","6 months"
"2551","47","Harshini Jadav","University of Illinois at Chicago","Management Information System","Fall 2018 ","Reject","291","TOEFL","85","74.15%","41 months"
"2552","48","shreeya17","University of Illinois at Chicago","Management Information System","Fall 2018 ","Reject","300","TOEFL","92","72.39%","44 months"
"2553","49","SrikanthReddy1993","University of Illinois at Chicago","Management Information System","Fall 2018 ","Reject","297","TOEFL","90","8.9 CGPA ","26 months"
"2554","50","Ajay94","University of Illinois at Chicago","Management Information System","Fall 2018 ","Reject","302","TOEFL","86","65.37%","27 months"
"2555","51","HardikSoni","University of Illinois at Chicago","Management Information System","Fall 2018 ","Reject","296","TOEFL","93","64.30%","64 months"
"2556","52","parthpate","University of Illinois at Chicago","Management Information System","Fall 2018 ","Reject","303","TOEFL","98","7.2 CGPA ",NA
"2557","53","viky94","University of Illinois at Chicago","Management Information System","Fall 2018 ","Reject","301","TOEFL","84","7.67 CGPA ","50 months"
"2558","54","Aishwarya S","University of Illinois at Chicago","Management Information System","Fall 2018 ","Reject","300","TOEFL","88","8.18 CGPA ","24 months"
"2559","55","deep3096","University of Illinois at Chicago","Management Information System","Fall 2018 ","Reject","301","TOEFL","0","7.13 CGPA ",NA
"2560","56","Ha008","University of Illinois at Chicago","Management Information System","Fall 2017 ","Reject","305","TOEFL","94","6.66 CGPA ","2 months"
"2561","57","pawand23","University of Illinois at Chicago","Management Information System","Spring 2018 ","Reject","301","TOEFL","89","59.50%","48 months"
"2562","58","Bhagi","University of Illinois at Chicago","Management Information System","Spring 2018 ","Reject","311","TOEFL","98","57%",NA
"2563","59","gaurav2730","University of Illinois at Chicago","Management Information System","Fall 2018 ","Reject","304","TOEFL","97","72.06%","46 months"
"2564","60","pradnyachavan","University of Illinois at Chicago","Management Information System","Fall 2012 ","Reject","310","TOEFL","94","54%",NA
"2565","61","neelnath","University of Illinois at Chicago","Management Information System","Fall 2017 ","Reject","309","TOEFL","94","54%","6 months"
"2566","62","arjunmudumbi","University of Illinois at Chicago","Management Information System","Fall 2017 ","Reject","309","TOEFL","92","7.7 CGPA ",NA
"2632","22","LeharA","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","310","TOEFL","106","75.60%","42 months"
"2633","23","nishanth10","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","306","TOEFL","94","7.6 CGPA ","35 months"
"2634","24","hrgupta","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","310","TOEFL","107","7.39 CGPA ","14 months"
"2635","25","ParthMehta","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","314","TOEFL","106","9.15 CGPA ",NA
"2636","26","KrithikaCT","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","301","TOEFL","0","80.12%","60 months"
"2637","27","Balvaishwer","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","313","TOEFL","0","84%","24 months"
"2638","28","Skywalker95","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","317","TOEFL","101","67%","18 months"
"2639","29","mohitghodake","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","311","TOEFL","98","7.31 CGPA ","25 months"
"2640","30","ohm","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","313","TOEFL","104","6.5 CGPA ","1 month"
"2641","31","rupam3","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","312","TOEFL","98","7.07 CGPA ","14 months"
"2642","32","four123","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","315","TOEFL","0","6.93 CGPA ","2 months"
"2643","33","ratnesh","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","315","TOEFL","108","83.30%","8 months"
"2644","34","Saintblood9","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","317","TOEFL","104","75.20%","35 months"
"2645","35","Vedang07","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","317","TOEFL","108","8.2 CGPA ",NA
"2646","36","Samra ","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","316","TOEFL","112","8.48 CGPA ","21 months"
"2647","37","gauriyewale","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","312","TOEFL","105","64.86%","18 months"
"2648","38","ritika101","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","307","TOEFL","105","72%","54 months"
"2649","39","anshul0414","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","316","TOEFL","103","81.01%","13 months"
"2650","40","Harsh237","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","310","TOEFL","95","7 CGPA ","6 months"
"2651","41","kushalwalia","University of Maryland, College Park","Management Information System","Fall 2018 ","Admit","315","TOEFL","0","70%",NA
"2652","43","AkshayBagde","University of Maryland, College Park","Management Information System","Fall 2018 ","Reject","307","TOEFL","108","75%",NA
"2653","44","thegauravsalvi123","University of Maryland, College Park","Management Information System","Fall 2018 ","Reject","318","TOEFL","104","6.4 CGPA ","15 months"
"2654","45","Setu04","University of Maryland, College Park","Management Information System","Fall 2018 ","Reject","308","TOEFL","102","7.09 CGPA ",NA
"2655","46","Kripesh","University of Maryland, College Park","Management Information System","Fall 2018 ","Reject","304","TOEFL","96","7.87 CGPA ","12 months"
"2656","47","----------","University of Maryland, College Park","Management Information System","Fall 2018 ","Reject","N.A. ","TOEFL","102","8.87 CGPA ","30 months"
"2657","48","sreenidhi ","University of Maryland, College Park","Management Information System","Spring 2018 ","Reject","304","TOEFL","112","8.25 CGPA ",NA
"2658","49","Proshonjit","University of Maryland, College Park","Management Information System","Fall 2017 ","Reject","313","TOEFL","112","55%","43 months"
"2659","50","shivamgta","University of Maryland, College Park","Management Information System","Fall 2017 ","Reject","309","TOEFL","95","68%","23 months"
"2660","51","rutuldesai","University of Maryland, College Park","Management Information System","Fall 2017 ","Reject","313","TOEFL","102","6.68 CGPA ","16 months"
"2661","52","harshsukhi","University of Maryland, College Park","Management Information System","Fall 2017 ","Reject","309","TOEFL","99","66%","30 months"
"2662","53","Harshada B","University of Maryland, College Park","Management Information System","Fall 2017 ","Reject","307","TOEFL","100","63%","48 months"
"2663","54","Tushar MJ","University of Maryland, College Park","Management Information System","Fall 2017 ","Reject","311","TOEFL","96","80.12%","27 months"
"2664","55","druvika","University of Maryland, College Park","Management Information System","Fall 2017 ","Reject","303","TOEFL","91","66%","35 months"
"2665","56","goodrajat","University of Maryland, College Park","Management Information System","Fall 2017 ","Reject","311","TOEFL","98","8.84 CGPA ","27 months"
"2666","57","ApoorvaA","University of Maryland, College Park","Management Information System","Fall 2017 ","Reject","312","TOEFL","97","66.67%","18 months"
"2667","58","Ishita1302","University of Maryland, College Park","Management Information System","Fall 2017 ","Reject","309","TOEFL","88","7.69 CGPA ","16 months"
"2668","59","sumitpratap","University of Maryland, College Park","Management Information System","Fall 2017 ","Reject","314","TOEFL","100","69%","61 months"
"2669","60","adi.sandbox","University of Maryland, College Park","Management Information System","Fall 2017 ","Reject","307","TOEFL","100","67%","53 months"
"2670","61","tanu.shetty14","University of Maryland, College Park","Management Information System","Fall 2017 ","Reject","305","TOEFL","109","65.45%","18 months"
"2671","62","rushabhmeht","University of Maryland, College Park","Management Information System","Fall 2017 ","Reject","314","TOEFL","104","58%","53 months"
"2713","22","shubhm","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Admit","307","TOEFL","0","74%","15 months"
"2714","23","rmanek","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Admit","310","TOEFL","96","56.40%","36 months"
"2715","24","Disha0701","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Admit","308","TOEFL","84","68.50%","43 months"
"2716","25","pragya27","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Admit","294","ENG TEST","NA ","75%","80 months"
"2717","26","Prernsha","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Admit","297","TOEFL","94","8.5 CGPA ","27 months"
"2718","27","Nayana1103","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Admit","298","TOEFL","91","69.30%","26 months"
"2719","28","sreekanth1994","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Admit","299","IELTS","0","8.1 CGPA ","30 months"
"2720","29","Shweth94","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Admit","310","TOEFL","90","71%","6 months"
"2721","30","neetipopat","University of North Carolina at Charlotte","Management Information System","Fall 2014 ","Admit","306","TOEFL","96","62%","15 months"
"2722","31","naqi2695","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Admit","303","TOEFL","95","6.9 CGPA ","12 months"
"2723","32","chinniko","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Admit","301","IELTS","7","84.25%","50 months"
"2724","33","Nishant1511","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Admit","N.A. ","TOEFL","89","65.95%","30 months"
"2725","34","ShwetaShinde","University of North Carolina at Charlotte","Management Information System","Fall 2018  ","Admit","306","ENG TEST","NA ","65%","3 months"
"2726","35","varaddesai","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Admit","305","TOEFL","95","67%","10 months"
"2727","36","Sandyyy","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Admit","305","ENG TEST","NA ","8.5 CGPA ","6 months"
"2728","37","zora","University of North Carolina at Charlotte","Management Information System","Spring 2018 ","Admit","302","IELTS","7","58.80%","13 months"
"2729","38","Vishwa133","University of North Carolina at Charlotte","Management Information System","Spring 2018 ","Admit","310","TOEFL","111","56%","28 months"
"2730","39","ramy","University of North Carolina at Charlotte","Management Information System","Spring 2018 ","Admit","305","TOEFL","98","8.35 CGPA ","19 months"
"2731","40","deepamk","University of North Carolina at Charlotte","Management Information System","Spring 2018 ","Admit","300","TOEFL","107","55%","10 months"
"2732","41","saswata","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Admit","309","TOEFL","100","8.61 CGPA ","39 months"
"2733","43","ReemaM","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Reject","291","IELTS","6.5","67%","27 months"
"2734","44","saloni9495","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Reject","N.A. ","IELTS","6.5","7.11 CGPA ",NA
"2735","45","gursimran18","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Reject","293","IELTS","6.5","7.69 CGPA ","17 months"
"2736","46","Dipti92","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Reject","301","TOEFL","88","8.6 CGPA ","55 months"
"2737","47","dakshgupta","University of North Carolina at Charlotte","Management Information System","Fall 2017 ","Reject","310","TOEFL","0","7.3 CGPA ","2 months"
"2738","48","BhavAce","University of North Carolina at Charlotte","Management Information System","Fall 2018 ","Reject","312","TOEFL","113","10 CGPA ",NA
"2739","49","shiv2307","University of North Carolina at Charlotte","Management Information System","Spring 2018 ","Reject","302","TOEFL","83","6.3 CGPA ","45 months"
"2740","50","sashankmadhu","University of North Carolina at Charlotte","Management Information System","Spring 2018 ","Reject","293","IELTS","7","6.1 CGPA ",NA
"2741","51","Shreya0110","University of North Carolina at Charlotte","Management Information System","Spring 2018 ","Reject","303","TOEFL","93","64.10%","2 months"
"2742","52","RPC","University of North Carolina at Charlotte","Management Information System","Fall 2017 ","Reject","295","TOEFL","91","7.19 CGPA ","21 months"
